 HR,Name,ID,#,Ltr,Dbl,Con#,Con,RA,RAm,RAs,,Dec,Dm,Ds,Vmag,B-V,U-B,Sp Type,pmRA,pmD,Distance,RV,Sid Lat,Sid Lon,Zod lon,Zod
553,Sheratan,Bet Ari,6,Bet,,8,Ari,1,54,38.4,N,20,48,29,2.64,0.13,0.1,A5V,0.096,-0.111,44.1,-2,8.2615,216.4109,7,Ari
559,,7 Ari,7,,,8,Ari,1,55,51,N,23,34,38,5.74,1.19,1.04,K1III,0.009,-0.013,,14,10.7546,217.6704,8,Ari
563,,Iot Ari,8,Iot,,8,Ari,1,57,21.1,N,17,49,3,5.1,0.92,0.7,K1p,0.037,-0.018,,-5,5.2319,215.9583,6,Ari
569,,Lam Ari,9,Lam,A,8,Ari,1,57,55.7,N,23,35,46,4.79,0.28,0.09,F0V,-0.09,-0.013,116.4,-1,10.6027,218.1309,9,Ari
605,,10 Ari,10,,,8,Ari,2,3,39.3,N,25,56,8,5.63,0.54,0.02,F8IV,0.134,0.022,130.4,16,12.3366,220.2126,11,Ari
613,,Kap Ari,12,Kap,,8,Ari,2,6,33.9,N,22,38,54,5.03,0.11,0.13,A2m,0.018,-0.035,,12,9.0186,219.6867,10,Ari
615,,11 Ari,11,,,8,Ari,2,6,49.2,N,25,42,17,6.15,-0.03,-0.26,B9IV-Vn,0.017,-0.011,,-9,11.8711,220.814,11,Ari
617,Hamal,Alp Ari,13,Alp,,8,Ari,2,7,10.4,N,23,27,45,2,1.15,1.12,K2-III,0.19,-0.148,66.5,-14,9.736,220.1034,11,Ari
623,,14 Ari,14,,,8,Ari,2,9,25.3,N,25,56,23,4.98,0.33,0.15,F2III,0.075,-0.039,,1,11.8893,221.4589,12,Ari
631,,15 Ari,15,,,8,Ari,2,10,37.6,N,19,30,1,5.7,1.65,1.91,M3IIIab,0.088,-0.028,,60,5.7315,219.5063,10,Ari
633,,16 Ari,16,,,8,Ari,2,11,12,N,25,56,13,6.02,1.36,,gK4,-0.007,-0.01,,-19,11.7493,221.842,12,Ari
646,,Eta Ari,17,Eta,,8,Ari,2,12,48.1,N,21,12,39,5.27,0.43,-0.05,F5V,0.161,0.003,,6,7.1725,220.5687,11,Ari
648,,19 Ari,19,,,8,Ari,2,13,3.3,N,15,16,47,5.71,1.55,1.94,M0III,0.097,-0.023,,23,1.5555,218.6378,9,Ari
656,,20 Ari,20,,,8,Ari,2,15,46,N,25,46,59,5.79,0.44,0.04,F6IV-V,0.176,-0.063,,26,11.2552,222.7757,13,Ari
657,,21 Ari,21,,,8,Ari,2,15,42.8,N,25,2,35,5.58,0.49,0.01,F6V,-0.088,-0.087,217.3,-44,10.5615,222.5104,13,Ari
669,,The Ari,22,The,,8,Ari,2,18,7.5,N,19,54,4,5.62,0.01,0.03,A1Vn,-0.013,-0.002,,6,5.521,221.3133,12,Ari
702,,Xi Ari,24,Xi,,8,Ari,2,24,49,N,10,36,38,5.47,-0.1,-0.48,B7IV,0.02,-0.017,,4,-3.7993,219.8188,10,Ari
729,,26 Ari,26,,,8,Ari,2,30,38.4,N,19,51,19,6.15,0.25,0.1,A9V,0.078,-0.033,,19,4.5295,224.0951,15,Ari
731,,27 Ari,27,,,8,Ari,2,30,54.4,N,17,42,14,6.23,0.9,0.55,G5III-IV,0.031,-0.084,,-118,2.4656,223.475,14,Ari
741,,29 Ari,29,,,8,Ari,2,32,54.1,N,15,2,5,6.04,0.54,0.04,F8V,-0.028,0.037,,6,-0.2213,223.092,14,Ari
763,,31 Ari,31,,,8,Ari,2,36,37.9,N,12,26,51,5.68,0.49,-0.08,F7V,0.286,-0.089,93.1,7,-2.9634,223.1494,14,Ari
764,,30 Ari,30,,B,8,Ari,2,36,57.7,N,24,38,54,7.09,0.5,0.02,F4V,0.143,0,181.1,17,8.6297,227.0087,18,Ari
765,,30 Ari,30,,A,8,Ari,2,37,0.5,N,24,38,51,6.5,0.41,-0.02,F6III,0.136,-0.006,181.1,15,8.6256,227.0186,18,Ari
773,,Nu Ari,32,Nu,,8,Ari,2,38,49,N,21,57,41,5.43,0.16,0.13,A7V,-0.008,-0.017,250.8,8,5.9406,226.5776,17,Ari
782,,33 Ari,33,,,8,Ari,2,40,41.1,N,27,3,39,5.3,0.09,0.13,A3V,0.067,-0.031,1630,17,10.6675,228.5775,19,Ari
793,,Mu Ari,34,Mu,,8,Ari,2,42,22,N,20,0,42,5.69,-0.02,-0.03,A0Vnp,0.029,-0.043,,-7,3.8305,226.7722,17,Ari
801,,35 Ari,35,,,8,Ari,2,43,27.1,N,27,42,26,4.66,-0.13,-0.62,B3V,0.008,-0.012,,13,11.0956,229.3759,20,Ari
808,,36 Ari,36,,,8,Ari,2,44,19.1,N,17,45,50,6.46,1.07,1.07,K2III,0.039,-0.038,,-32,1.5466,226.5346,17,Ari
809,,Omi Ari,37,Omi,,8,Ari,2,44,32.9,N,15,18,42,5.77,-0.01,-0.19,B9Vn,-0.002,-0.019,,-7,-0.8121,225.8521,16,Ari
812,,38 Ari,38,,,8,Ari,2,44,57.6,N,12,26,45,5.18,0.24,0.1,A7III-IV,0.122,-0.084,120.7,-2,-3.5793,225.0884,16,Ari
824,,39 Ari,39,,,8,Ari,2,47,54.5,N,29,14,50,4.51,1.11,1.05,K1.5III,0.149,-0.123,120.7,-15,12.2687,230.8089,21,Ari
828,,40 Ari,40,,,8,Ari,2,48,32.1,N,18,17,1,5.82,1.2,1.13,K1III,0.044,-0.036,,47,1.7479,227.6469,18,Ari
836,,Pi Ari,42,Pi,,8,Ari,2,49,17.5,N,17,27,51,5.22,-0.06,-0.47,B6V,-0.001,-0.015,,9,0.9114,227.5774,18,Ari
838,,41 Ari,41,,,8,Ari,2,49,59,N,27,15,38,3.63,-0.1,-0.37,B8Vn,0.067,-0.118,95.9,4,10.2355,230.6444,21,Ari
847,,Sig Ari,43,Sig,,8,Ari,2,51,29.6,N,15,4,55,5.49,-0.09,-0.43,B7V,0.031,-0.026,,17,-1.5222,227.385,18,Ari
867,,Rho2 Ari,45,Rho2,,8,Ari,2,55,48.5,N,18,19,54,5.91,1.47,1.12,M6-III:,-0.008,-0.017,232.9,46,1.2977,229.3133,20,Ari
869,,Rho3 Ari,46,Rho3,,8,Ari,2,56,26.1,N,18,1,23,5.63,0.43,-0.02,F6V,0.276,-0.213,85.8,15,0.9595,229.3677,20,Ari
878,,47 Ari,47,,,8,Ari,2,58,5.2,N,20,40,7,5.8,0.41,0.01,F5IV,0.233,-0.031,108.7,28,3.3891,230.4958,21,Ari
887,,Eps Ari,48,Eps,B,8,Ari,2,59,12.7,N,21,20,25,4.63,0.04,0.08,A2Vs,-0.017,-0.005,652,-6,3.9606,230.9391,21,Ari
888,,Eps Ari,48,Eps,A,8,Ari,2,59,12.7,N,21,20,25,4.63,0.04,0.08,A2Vs,-0.017,-0.005,652,-8,3.9606,230.9391,21,Ari
905,,49 Ari,49,,,8,Ari,3,1,54.1,N,26,27,44,5.9,0.14,0.15,A3m,-0.012,0,,-4,8.7092,232.9896,23,Ari
927,,52 Ari,52,,A,8,Ari,3,5,26.7,N,25,15,19,6.8,-0.02,-0.38,B7V,0.002,-0.008,815,9,7.3296,233.4219,24,Ari
928,,52 Ari,52,,B,8,Ari,3,5,26.7,N,25,15,19,7,,,B7V,0.003,-0.008,815,9,7.3296,233.4219,24,Ari
938,,53 Ari,53,,,8,Ari,3,7,25.7,N,17,52,48,6.11,-0.12,-0.79,B1.5V,-0.025,0.008,,21,0.1038,231.8388,22,Ari
940,,54 Ari,54,,,8,Ari,3,8,21.2,N,18,47,42,6.27,1.58,1.97,M0III,0.047,-0.016,101.9,43,0.9269,232.2985,23,Ari
944,,55 Ari,55,,,8,Ari,3,9,36.7,N,29,4,37,5.72,0.12,-0.15,B8III,0.019,-0.014,,-2,10.7573,235.3913,26,Ari
951,Botein,Del Ari,57,Del,,8,Ari,3,11,37.8,N,19,43,36,4.35,1.03,0.87,K2III,0.152,-0.011,120.7,25,1.6213,233.2941,24,Ari
954,,56 Ari,56,,,8,Ari,3,12,14.2,N,27,15,25,5.79,-0.12,-0.42,B9pSi,0.01,-0.017,,11,8.8493,235.4545,26,Ari
972,,Zet Ari,58,Zet,,8,Ari,3,14,54.1,N,21,2,40,4.89,-0.01,-0.01,A1V,-0.028,-0.073,163,7,2.6945,234.3832,25,Ari
995,,59 Ari,59,,,8,Ari,3,19,55.8,N,27,4,16,5.9,0.86,0.51,G6IV,-0.026,-0.075,,0,8.2276,237.0748,28,Ari
999,,HR 999,,,,8,Ari,3,20,20.4,N,29,2,54,4.47,1.55,1.79,K2II-III,-0.008,-0.016,,-2,10.1169,237.6823,28,Ari
1000,,60 Ari,60,,,8,Ari,3,20,25.6,N,25,39,46,6.12,1.24,1.27,gK3,0.017,-0.087,,26,6.8372,236.8169,27,Ari
1005,,Tau1 Ari,61,Tau1,,8,Ari,3,21,13.6,N,21,8,49,5.28,-0.07,-0.52,B5IV,0.025,-0.024,,14,2.4202,235.8365,26,Ari
1012,,62 Ari,62,,,8,Ari,3,22,11.9,N,27,36,27,5.52,1.1,0.91,G5III,0.009,-0.014,,6,8.62,237.7066,28,Ari
1015,,Tau2 Ari,63,Tau2,,8,Ari,3,22,45.2,N,20,44,31,5.09,1.24,1.27,K3III,-0.044,-0.022,407.5,2,1.9397,236.079,27,Ari
1022,,64 Ari,64,,,8,Ari,3,24,18.5,N,24,43,27,5.5,1.19,,gK4,0.015,-0.05,,13,5.7102,237.4315,28,Ari
1027,,65 Ari,65,,,8,Ari,3,24,26.1,N,20,48,13,6.08,-0.04,-0.08,A1V,-0.002,-0.006,,-9,1.9031,236.4752,27,Ari
1048,,66 Ari,66,,,8,Ari,3,28,26.6,N,22,48,15,6.03,0.95,,K0IV,-0.001,-0.104,,49,3.6191,237.8734,28,Ari
1533,,HR 1533,,,,21,Aur,4,49,54.6,N,37,29,18,4.88,1.44,1.7,K3.5III,-0.038,0.04,130.4,-23,14.8701,258.1272,19,Tau
1551,,2 Aur,2,,,21,Aur,4,52,38,N,36,42,11,4.78,1.41,1.58,K2.5IIIb,-0.027,-0.007,,-17,14.0276,258.5855,19,Tau
1577,,Iot Aur,3,Iot,,21,Aur,4,56,59.6,N,33,9,58,2.69,1.53,1.78,K3II,0.003,-0.018,155.2,18,10.4157,259.0803,20,Tau
1592,,Ome Aur,4,Ome,,21,Aur,4,59,15.4,N,37,53,25,4.94,0.04,0.02,A1V,0.04,-0.101,652,5,15.0657,260.0769,21,Tau
1599,,5 Aur,5,,,21,Aur,5,0,18.3,N,39,23,41,5.95,0.41,-0.03,F5V,-0.017,0.004,155.2,6,16.5411,260.4564,21,Tau
1602,,6 Aur,6,,,21,Aur,5,0,23.2,N,39,39,18,6.58,,,K4I,0.002,0.006,,-24,16.7983,260.5018,21,Tau
1605,Almaaz,Eps Aur,7,Eps,,21,Aur,5,1,58.1,N,43,49,24,2.99,0.54,0.33,F0Iae+B,-0.001,-0.004,465.7,-3,20.9142,261.2822,22,Tau
1612,,Zet Aur,8,Zet,,21,Aur,5,2,28.7,N,41,4,33,3.75,1.22,0.38,K4II+B8V,0.009,-0.022,652,13,18.1718,261.0744,22,Tau
1637,,9 Aur,9,,,21,Aur,5,6,40.6,N,51,35,52,5,0.33,-0.01,F0V,-0.03,-0.173,62.7,-5,28.5685,263.0529,24,Tau
1641,,Eta Aur,10,Eta,,21,Aur,5,6,30.9,N,41,14,4,3.17,-0.18,-0.67,B3V,0.029,-0.068,148.2,7,18.2573,261.8871,22,Tau
1689,,Mu Aur,11,Mu,,21,Aur,5,13,25.7,N,38,29,4,4.86,0.18,0.09,A4Vm,-0.018,-0.075,141.7,21,15.4048,263.0089,24,Tau
1706,,14 Aur,14,,A,21,Aur,5,15,24.4,N,32,41,16,5.02,0.23,0.19,A9IV,-0.024,0.014,465.7,-10,9.5953,262.941,23,Tau
1708,Capella,Alp Aur,13,Alp,,21,Aur,5,16,41.4,N,45,59,53,0.08,0.8,0.44,G5IIIe+G0III,0.076,-0.425,44.7,30,22.8475,264.299,25,Tau
1722,,HR 1722,,,,21,Aur,5,18,15.9,N,42,47,32,5.48,1.65,1.62,M4III,0.038,-0.023,465.7,-38,19.6301,264.3289,25,Tau
1726,,16 Aur,16,,,21,Aur,5,18,10.7,N,33,22,18,4.54,1.27,1.27,K2.5IIIb,0.045,-0.16,232.9,-28,10.2357,263.5816,24,Tau
1728,,17 Aur,17,,,21,Aur,5,18,18.9,N,33,46,2,6.14,-0.06,-0.18,B9.5V,0.012,-0.03,,25,10.6283,263.64,24,Tau
1729,,Lam Aur,15,Lam,,21,Aur,5,19,8.5,N,40,5,57,4.71,0.63,0.12,G1.5IV-V,0.519,-0.664,49.4,66,16.9326,264.2884,25,Tau
1732,,HR 1732,,,,21,Aur,5,19,0,N,33,44,54,5.41,-0.19,-0.55,A0pSi,0.011,-0.025,,29,10.5997,263.783,24,Tau
1734,,18 Aur,18,,,21,Aur,5,19,23.6,N,33,59,8,6.49,0.24,0.1,A7V,0.009,-0.01,,7,10.8308,263.8832,24,Tau
1740,,19 Aur,19,,,21,Aur,5,20,0.9,N,33,57,29,5.03,0.27,0.42,A5II,0.001,0.002,,-5,10.7947,264.0122,25,Tau
1749,,Rho Aur,20,Rho,,21,Aur,5,21,48.4,N,41,48,16,5.23,-0.15,-0.57,B3V,0.018,-0.037,,13,18.5996,264.9439,25,Tau
1768,,22 Aur,22,,,21,Aur,5,23,22.9,N,28,56,12,6.46,-0.04,-0.19,B9Vs,0.019,-0.03,,9,5.7385,264.3965,25,Tau
1773,,Sig Aur,21,Sig,,21,Aur,5,24,39.2,N,37,23,8,4.99,1.42,1.76,K4III,0.001,-0.008,1086.7,-19,14.1556,265.2088,26,Tau
1805,,Phi Aur,24,Phi,,21,Aur,5,27,38.9,N,34,28,33,5.07,1.4,1.67,K3IIICN+2,-0.003,-0.047,362.2,31,11.2164,265.6501,26,Tau
1843,,Chi Aur,25,Chi,,21,Aur,5,32,43.7,N,32,11,31,4.76,0.34,-0.46,B5Iab,-0.002,-0.003,,0,8.883,266.6047,27,Tau
1869,,HR 1869,,,,21,Aur,5,36,15.9,N,47,42,55,6.11,0.26,0.15, dF0,0.012,-0.018,,14,24.3611,268.0618,29,Tau
1914,,26 Aur,26,,,21,Aur,5,38,38.1,N,30,29,33,5.4,0.45,0.25,F9III+B9.5V,-0.019,-0.009,652,2,7.1343,267.8041,28,Tau
1971,,Omi Aur,27,Omi,,21,Aur,5,45,54,N,49,49,35,5.47,0.03,0.07,A2VpCr,-0.01,0.001,171.6,-6,26.4164,269.9025,30,Tau
1995,,Tau Aur,29,Tau,,21,Aur,5,49,10.5,N,39,10,52,4.52,0.94,0.7,Acrab,-0.025,-0.022,465.7,-20,15.7611,270.2615,1,Gem
2011,,Ups Aur,31,Ups,,21,Aur,5,51,2.4,N,37,18,20,4.74,1.62,1.93,M0+III-IIIb,0.035,-0.047,,38,13.8797,270.6058,1,Gem
2012,,Nu Aur,32,Nu,,21,Aur,5,51,29.4,N,39,8,55,3.97,1.13,1.09,G9.5III*,-0.005,0.007,191.8,10,15.7213,270.727,1,Gem
2029,,Xi Aur,30,Xi,,21,Aur,5,54,50.8,N,55,42,25,4.99,0.05,0.12,A2V,-0.013,0.02,271.7,-12,32.2713,271.5825,2,Gem
2077,,Del Aur,33,Del,,21,Aur,5,59,31.6,N,54,17,5,3.72,1,0.87,K0-III,0.081,-0.125,148.2,8,30.8455,272.3605,3,Gem
2088,Menkalinan,Bet Aur,34,Bet,,21,Aur,5,59,31.7,N,44,56,51,1.9,0.03,0.05,A2IV,-0.057,0,79.5,-18,21.5083,272.3512,3,Gem
2091,,Pi Aur,35,Pi,,21,Aur,5,59,56.1,N,45,56,13,4.26,1.72,1.83,M3II,0,-0.005,1086.7,1,22.4977,272.4287,3,Gem
2095,,The Aur,37,The,,21,Aur,5,59,43.3,N,37,12,45,2.62,-0.08,-0.18,A0pSi,0.048,-0.081,148.2,30,13.7732,272.3839,3,Gem
2101,,36 Aur,36,,,21,Aur,6,0,58.6,N,47,54,7,5.73,-0.01,-0.12,B9.5p,0.006,-0.018,,16,24.4628,272.6208,3,Gem
2119,,38 Aur,38,,,21,Aur,6,3,18,N,42,54,42,6.1,0.97,0.78,K0II,0.112,-0.141,232.9,38,19.4741,273.0818,4,Gem
2132,,39 Aur,39,,,21,Aur,6,5,3.4,N,42,58,54,5.87,0.3,0.06,F3V,-0.039,-0.143,,34,19.5465,273.4223,4,Gem
2143,,40 Aur,40,,,21,Aur,6,6,35.1,N,38,28,58,5.36,0.25,0.15,A4m,0.007,-0.049,815,18,15.0507,273.7753,4,Gem
2175,,41 Aur,41,,B,21,Aur,6,11,36.5,N,48,42,47,6.82,,,A8V,0.012,-0.066,326,29,25.2939,274.5585,5,Gem
2176,,41 Aur,41,,A,21,Aur,6,11,36.6,N,48,42,40,6.09,0.1,0.08,A3V,0.019,-0.05,326,31,25.292,274.5588,5,Gem
2219,,Kap Aur,44,Kap,,21,Aur,6,15,22.7,N,29,29,53,4.35,1.02,0.8,G8.5IIIb,-0.073,-0.262,181.1,20,6.1011,275.8056,6,Gem
2228,,42 Aur,42,,,21,Aur,6,17,34.7,N,46,25,27,6.52,0.27,0.09,F0V,-0.043,0.019,,-8,23.0322,275.7312,6,Gem
2239,,43 Aur,43,,,21,Aur,6,18,16.9,N,46,21,38,6.38,1.11,1.12,K2III,0.012,-0.126,,0,22.9725,275.8652,6,Gem
2264,,45 Aur,45,,,21,Aur,6,21,46.1,N,53,27,8,5.36,0.43,0.12,F5III,0.02,-0.084,148.2,-1,30.0797,276.1832,7,Gem
2289,,Psi1 Aur,46,Psi1,,21,Aur,6,24,53.9,N,49,17,17,4.91,1.97,2.29,K5-M0Iab,-0.002,-0.001,465.7,5,25.9407,276.9518,7,Gem
2332,,48 Aur,48,,,21,Aur,6,28,34.1,N,30,29,35,5.55,0.68,0.5,F8Ib,0.002,-0.013,652,22,7.1988,278.6403,9,Gem
2338,,47 Aur,47,,,21,Aur,6,30,3,N,46,41,8,5.9,1.44,,gK4,-0.006,0.003,191.8,-47,23.3843,278.0489,9,Gem
2398,,49 Aur,49,,,21,Aur,6,35,12.1,N,28,1,20,5.27,-0.03,-0.08,A0Vnn,-0.002,-0.015,,17,4.8074,280.2306,11,Gem
2405,,HR 2405,,,,21,Aur,6,36,32.9,N,38,26,43,5.29,2.61,,C5II,0.005,-0.026,652,12,15.2276,279.8472,10,Gem
2419,,51 Aur,51,,,21,Aur,6,38,39.5,N,39,23,27,5.69,1.35,1.56,K5III,-0.023,-0.109,,33,16.1973,280.2063,11,Gem
2420,,Psi3 Aur,52,Psi3,,21,Aur,6,38,49.2,N,39,54,9,5.2,-0.07,-0.4,B8III,-0.009,-0.012,,9,16.7099,280.2014,11,Gem
2425,,53 Aur,53,,,21,Aur,6,38,23,N,28,59,3,5.79,0,-0.07,B9np,-0.021,-0.021,,18,5.8097,280.8695,11,Gem
2427,,Psi2 Aur,50,Psi2,,21,Aur,6,39,19.9,N,42,29,20,4.79,1.23,1.29,K3III,0.006,-0.058,815,17,19.2966,280.1093,11,Gem
2438,,54 Aur,54,,,21,Aur,6,39,33.1,N,28,15,47,6.03,-0.08,-0.48,B7III,-0.006,-0.014,1630,19,5.1066,281.1754,12,Gem
2459,,Psi4 Aur,55,Psi4,,21,Aur,6,43,5,N,44,31,28,5.02,1.48,1.83,K5III,-0.042,-0.028,171.6,-73,21.3754,280.668,11,Gem
2483,,Psi5 Aur,56,Psi5,,21,Aur,6,46,44.3,N,43,34,39,5.25,0.56,0.05,G0V,-0.002,0.165,47.9,-24,20.4831,281.4528,12,Gem
2487,,Psi6 Aur,57,Psi6,,21,Aur,6,47,39.6,N,48,47,22,5.22,1.12,1.04,K0III,-0.001,0.006,,-8,25.6891,281.1238,12,Gem
2516,,Psi7 Aur,58,Psi7,,21,Aur,6,50,45.9,N,41,46,53,5.02,1.27,1.35,K3III,-0.024,-0.136,,61,18.7563,282.4055,13,Gem
2539,,59 Aur,59,,,21,Aur,6,53,1.5,N,38,52,9,6.12,0.37,0.12,F2V,0.005,0.008,,1,15.8943,283.1403,14,Gem
2541,,60 Aur,60,,,21,Aur,6,53,13.4,N,38,26,17,6.3,0.49,,dF5,0.034,-0.176,652,32,15.4685,283.2228,14,Gem
2547,,Psi8 Aur,61,Psi8,,21,Aur,6,53,57,N,38,30,18,6.48,-0.05,-0.19,B9.5p,-0.01,-0.026,,27,15.5481,283.3631,14,Gem
2568,,Psi9 Aur,,Psi9,,21,Aur,6,56,32.3,N,46,16,27,5.87,-0.06,-0.45,B8IIIe,0.018,0.013,,-41,23.3254,283.0353,14,Gem
2600,,62 Aur,62,,,21,Aur,6,59,2.8,N,38,3,8,6,1.23,1.17,K2III,-0.043,-0.122,,25,15.193,284.4426,15,Gem
2696,,63 Aur,63,,,21,Aur,7,11,39.3,N,39,19,14,4.9,1.45,1.74,K4III-IIIa,0.044,0.003,141.7,-27,16.7252,286.8311,17,Gem
2753,,64 Aur,64,,,21,Aur,7,18,2.2,N,40,53,0,5.78,0.17,0.12,A5Vn,-0.015,0.013,,-10,18.4301,287.8804,18,Gem
2793,,65 Aur,65,,,21,Aur,7,22,2.6,N,36,45,38,5.13,1.08,0.94,K0III,-0.098,-0.023,148.2,23,14.4526,289.2966,20,Gem
2805,,66 Aur,66,,,21,Aur,7,24,8.5,N,40,40,20,5.19,1.23,1.24,K1+IIIa,-0.006,-0.023,465.7,21,18.3812,289.1183,20,Gem
5144,,1 Boo,1,,,25,Boo,13,40,40.5,N,19,57,20,5.75,0.01,0,A1V,-0.049,0.023,181.1,-26,28.414,17.6329,18,Vir
5149,,2 Boo,2,,,25,Boo,13,41,2.3,N,22,29,45,5.62,1.01,,G9III,-0.02,-0.025,,5,30.7645,16.5178,17,Vir
5182,,3 Boo,3,,,25,Boo,13,46,43.3,N,25,42,8,5.95,0.49,0.1,G5III+A7V,-0.02,-0.061,,8,34.2283,16.3035,17,Vir
5185,,Tau Boo,4,Tau,,25,Boo,13,47,15.7,N,17,27,24,4.5,0.48,0.04,F6IV,-0.482,0.041,55.3,-16,26.7618,20.3727,21,Vir
5200,,Ups Boo,5,Ups,,25,Boo,13,49,28.6,N,15,47,52,4.07,1.52,1.87,K5.5III,-0.095,0.042,296.4,-6,25.4471,21.6402,22,Vir
5201,,6 Boo,6,,,25,Boo,13,49,42.8,N,21,15,51,4.91,1.43,1.65,K4III,0.024,0.017,,-3,30.4854,19.232,20,Vir
